_id,code_value,code,code_list_name,code_name,create_or_change_date,is_popular,definition
65dc387e77514c3bbd3beb2e,174,HAC,Hotel Amenity Code,Lunch served in restaurant,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb2f,175,HAC,Hotel Amenity Code,Dinner served in restaurant,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb30,176,HAC,Hotel Amenity Code,Full service housekeeping,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb31,177,HAC,Hotel Amenity Code,Limited service housekeeping,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb32,178,HAC,Hotel Amenity Code,High speed internet access for laptop in public areas,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb33,179,HAC,Hotel Amenity Code,Wireless internet connection in public areas,2004-10-04T00:00:00.000Z,true,
65dc387e77514c3bbd3beb34,180,HAC,Hotel Amenity Code,Additional services/amenities/facilities on property,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb35,181,HAC,Hotel Amenity Code,Transportation services - local area,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb36,182,HAC,Hotel Amenity Code,Transportation services - local office,2004-10-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb37,183,HAC,Hotel Amenity Code,DVD/video rental,2005-06-01T00:00:00.000Z,false,
65dc387e77514c3bbd3beb38,184,HAC,Hotel Amenity Code,Parking lot,2004-10-18T00:00:00.000Z,false,
65dc387e77514c3bbd3beb39,185,HAC,Hotel Amenity Code,Parking deck,2004-10-18T00:00:00.000Z,false,
65dc387e77514c3bbd3beb3a,186,HAC,Hotel Amenity Code,Street side parking,2004-10-18T00:00:00.000Z,false,
65dc387e77514c3bbd3beb3b,187,HAC,Hotel Amenity Code,Cocktail lounge with entertainment,2005-01-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb3c,188,HAC,Hotel Amenity Code,Cocktail lounge with light fare,2005-01-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb3d,189,HAC,Hotel Amenity Code,Motorcycle parking,2005-01-04T00:00:00.000Z,false,
65dc387e77514c3bbd3beb3e,190,HAC,Hotel Amenity Code,Phone services,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb3f,191,HAC,Hotel Amenity Code,Ballroom,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb40,192,HAC,Hotel Amenity Code,Bus parking,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb41,193,HAC,Hotel Amenity Code,Children's play area,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb42,194,HAC,Hotel Amenity Code,Children's nursery,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb43,195,HAC,Hotel Amenity Code,Disco,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb44,196,HAC,Hotel Amenity Code,Early check-in,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb45,197,HAC,Hotel Amenity Code,Locker room,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb46,198,HAC,Hotel Amenity Code,Non-smoking rooms (generic),2005-03-24T00:00:00.000Z,true,
65dc387e77514c3bbd3beb47,199,HAC,Hotel Amenity Code,Train access,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb48,200,HAC,Hotel Amenity Code,Aerobics instruction,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb49,201,HAC,Hotel Amenity Code,Baggage hold,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb4a,202,HAC,Hotel Amenity Code,Bicycle rentals,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb4b,203,HAC,Hotel Amenity Code,Dietician,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb4c,204,HAC,Hotel Amenity Code,Late check-out available,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb4d,205,HAC,Hotel Amenity Code,Pet-sitting services,2005-03-24T00:00:00.000Z,false,
